-0.244564,-0.826940
-0.260915,-0.831280
-0.277968,-0.838336
-0.329310,-0.853118
-0.418532,-0.873941
-0.539435,-0.912683
-0.604601,-0.931292
-0.651373,-0.946428
-0.721633,-0.962103
-0.745532,-0.966532
-1.588754,-2.010269
-1.619831,-1.990830
-1.806517,-1.995308
-1.850881,-1.990391
-1.899143,-1.989407
-1.966007,-2.010033
-2.116673,-2.001440
-2.384000,-1.980031
-3.957776,-3.345912
-3.955495,-3.248511
-3.959539,-3.159142
-3.963427,-3.071599
-3.961302,-2.643778
-3.962162,-2.564385
-3.460926,-1.926298
-3.419640,-1.713373
-3.373788,-1.626431
-2.668985,-1.074808
-3.521340,-1.475931
-3.633034,-1.416627
-2.983962,-1.051915
-2.803549,-0.922814
-2.456371,-0.688992
-1.844584,-0.267472
-1.856075,-0.245203
-2.592870,-0.445477
-3.254475,-0.602923
-3.249382,-0.334565
-1.492800,0.168300
-1.486850,0.187968
-1.478392,0.245173
-1.498373,0.262905
-3.876952,0.346336
-1.863694,0.363527
-1.819134,0.385934
-1.811272,0.408752
-3.313581,0.687386
-3.342583,0.821890
-3.356608,0.868268
-2.619161,0.818291
-2.602763,0.849866
-2.586957,0.881306
-2.566868,0.911527
-2.035864,1.043746
-2.011867,1.093629
-1.989595,1.173970
-1.987518,1.203361
-1.985909,1.233263
-3.715007,2.095934
-3.717559,2.156648
-3.722405,2.280568
-3.961503,2.473420
-3.987927,2.623816
-1.979543,1.595105
-2.072164,1.812380
-1.803523,1.762585
-1.851341,1.841252
-1.852651,1.882943
-1.879413,1.948089
-1.382466,1.784202
-1.334093,1.846810
-1.250969,2.143852
-1.227679,2.160255
-1.351221,2.537456
-1.288159,2.562021
-1.185182,2.580355
-1.095166,2.621377
-1.031719,2.640598
-0.804841,2.915669
-0.748681,2.979032
-2.608144,12.572254
-2.445382,12.592925
-0.151166,2.421412
-0.283077,6.851711
-0.111439,6.767617
-0.027184,6.765888
0.141320,6.765122
0.310076,6.764937
0.479526,6.767301
0.563827,6.760835
1.251841,6.756704
1.339433,6.755754
0.972873,3.439525
1.044125,3.384439
1.077365,3.352083
1.113560,3.328707
0.616733,1.626326
0.630351,1.611339
0.658718,1.584455
0.693857,1.569836
0.716313,1.570241
0.737833,1.568582
1.385291,2.090113
1.393685,2.008806
0.745708,1.231197
0.785350,1.227717
0.987674,1.416314
0.996484,1.316806
1.001195,1.295632
1.003295,1.272505
1.054868,1.243311
1.078403,1.238221
1.470745,1.368702
1.550995,1.333834
1.575946,1.320121
1.689759,1.268507
1.997485,1.267286
2.350000,1.316543
3.237883,1.630831
3.245420,1.535180
3.242025,1.485390
5.187739,1.864573
5.241083,1.805329
5.904086,1.740720
6.197285,1.724026
9.876284,1.605621
0.884724,1.185154
0.923172,1.196230
0.942252,1.199399
0.960343,1.197426
0.998261,1.199532
1.016949,1.198738
1.067354,1.239481
1.399752,2.234747
1.391907,2.105991
1.411989,1.977559
1.487106,1.926593
1.492628,1.863812
1.443882,1.345525
1.524688,1.308046
1.548623,1.262764
1.605405,1.268688
1.647444,1.250589
1.669240,1.242288
1.749863,1.234982
1.842881,1.274030
2.041294,1.231757
2.429593,1.483968
3.100885,1.874759
3.226139,1.922152
3.182192,1.832803
2.491861,1.142742
2.570577,1.160848
2.974886,1.264537
5.011828,2.055167
5.452049,1.748581
5.645683,1.749929
5.842963,1.747552
6.699874,1.795072
9.904649,1.913935
9.884858,1.657254
11.407431,1.375779
12.149557,1.327696
9.832000,0.665525
11.782382,0.691697
8.405711,0.233256
8.382168,-0.172829
6.560206,-0.476439
5.734374,-0.497205
3.563846,-0.618041
3.453277,-0.751882
3.415067,-0.896691
3.402177,-0.931923
3.390753,-0.967519
3.382685,-1.004148
3.360347,-1.075562
3.349887,-1.111557
3.338949,-1.147436
3.309729,-1.257015
3.276023,-1.365825
3.305987,-1.465155
3.307568,-1.643805
3.310709,-1.786136
3.309324,-1.833612
3.316018,-1.988252
3.291365,-2.128502
3.219881,-2.181870
3.186093,-2.209559
3.152021,-2.236711
3.010856,-2.337867
2.906243,-2.411563
2.768815,-2.508282
2.735798,-2.533457
3.315557,-3.635435
3.366240,-4.007226
2.911747,-3.853165
2.846306,-3.853934
2.715575,-3.850512
2.651788,-3.848957
2.529477,-3.850793
2.463745,-3.839937
2.407977,-4.411780
2.105214,-4.109904
1.708455,-4.118356
1.654480,-4.123997
5.219440,1.796355
1.598927,-4.122094
1.543812,-4.120395
1.490336,-4.124788
1.447445,-4.182441
1.404439,-4.246530
1.523095,-7.663278
0.997821,-7.050481
0.727708,-7.167446
0.412885,-8.493135
0.305573,-8.445232
0.159442,-5.398001
0.023328,-5.374172
-0.118342,-5.390341
-0.259220,-5.390827
-0.401843,-5.393393
-0.689515,-5.387763
-0.762413,-5.386053
-0.414528,-3.279458
-0.511440,-3.291475
-0.415619,-2.629494
-0.413551,-2.538573
-0.484662,-2.450684
-0.613841,-2.550654
-0.038022,-1.247424
-0.050304,-1.204691
-0.084853,-0.908858
-0.088637,-0.873760
-0.096263,-0.843727
-0.106017,-0.834412
-0.199498,-0.822176
-0.290085,-0.834635
-0.474332,-0.859518
-0.521110,-0.867440
-0.727817,-0.896500
-3.783484,-2.039923
-3.449785,-1.834697
-3.071334,-1.293245
-2.663661,-1.120757
-2.610574,-1.012900
-2.627402,-0.971430
-2.717782,-0.854284
-2.769888,-0.818400
-2.703358,-0.714358
-2.467346,-0.632600
-2.479328,-0.592417
-0.045025,-1.131534
-0.053031,-1.075718
-0.069779,-0.984669
-0.098834,-0.833836
-0.237557,-0.835079
-0.343708,-0.862351
-0.365717,-0.866905
-0.389818,-0.874620
-0.435987,-0.883531
-0.461923,-0.891709
-0.540071,-0.910840
-0.623051,-0.928936
-0.753359,-0.966077
-0.821797,-0.981939
-1.809915,-2.001481
-1.860455,-1.996515
-1.996007,-2.019244
-2.110747,-2.013149
-3.963832,-2.543675
-3.960437,-2.382387
-3.457872,-1.922660
-2.610806,-1.112013
9.883001,1.871632
-2.602553,-1.061192
-3.783872,-1.446696
-3.001014,-1.050149
-2.478836,-0.621654
-1.856285,-0.281200
-3.261725,-0.593991
-3.246672,-0.444309
-1.599559,-0.025812
-2.132032,-0.033535
-3.237379,-0.065726
-3.239083,0.301801
