0.909490,5.745748
1.327426,5.748288
1.583150,5.746969
1.844573,5.747443
2.020779,5.743174
1.233199,3.199520
2.204796,5.752696
2.296642,5.753077
2.389965,5.754900
1.587310,2.790054
1.653945,2.816802
1.693351,2.789389
1.721249,2.741341
1.798869,2.687048
1.836805,2.658761
1.891482,2.569622
1.933744,2.549433
1.967966,2.517049
1.716341,2.005210
1.737280,1.967840
1.798566,1.920382
1.818449,1.883156
1.747115,1.735138
1.770666,1.706541
1.821136,1.600065
2.357141,1.929678
2.463042,1.848948
2.748597,2.044533
2.941477,2.147776
3.090155,2.206344
2.306451,1.441963
2.309781,1.346726
2.330047,1.267205
2.394544,1.266173
2.400688,1.223825
4.501401,2.398961
4.512252,2.324067
3.168425,1.397978
3.262260,0.869906
3.382691,0.866150
3.512967,0.862867
2.494527,0.311491
4.604168,0.858964
3.937272,0.564117
1.916868,0.009082
1.917411,-0.017224
2.647859,0.025826
2.280259,-0.096766
2.967590,-0.080136
4.312127,0.014445
1.795772,-0.284109
2.271252,-0.369121
2.321708,-0.398630
2.969330,-0.471714
5.081814,-0.644308
5.079425,-0.711037
5.084928,-0.912778
5.091043,-1.253230
2.989019,-0.989573
5.087874,-1.599717
5.086542,-1.669962
5.085210,-1.740625
1.523136,-0.858299
3.148005,-1.462177
2.958278,-1.442689
5.096967,-2.332987
5.098483,-2.410245
5.103414,-2.647343
5.093845,-2.723174
5.100374,-2.807185
5.023040,-3.100654
5.018159,-3.183204
4.639336,-3.135724
4.569959,-3.176245
5.112415,-3.784126
5.109557,-3.977639
1.471831,-1.630248
1.468088,-1.659845
3.248161,-3.231073
1.262957,-1.575525
1.190812,-1.662786
1.323784,-1.875383
1.291303,-1.877776
1.260956,-1.881837
1.158163,-1.875164
1.096675,-1.874955
1.066830,-1.874826
1.007161,-1.872165
0.953341,-1.874907
0.925020,-1.873073
0.772146,-1.874890
0.722986,-1.873394
0.698199,-1.871158
0.583198,-1.868914
0.561607,-1.870022
0.539031,-1.868006
0.474442,-1.866568
0.432592,-1.866277
0.412770,-1.869045
0.391889,-1.867686
0.330137,-1.862809
0.291005,-1.865296
0.232672,-1.868034
0.213228,-1.868096
0.194099,-1.869878
0.155261,-1.867714
0.136181,-1.868731
0.117102,-1.869497
0.098029,-1.870011
0.040902,-1.871047
0.021887,-1.871559
0.002860,-1.870822
-0.054255,-1.873111
-0.073424,-1.875372
-0.092544,-1.875382
-0.111746,-1.876138
-8.372112,-5.033021
-11.199039,-6.402751
-11.338475,-6.100840
-6.662260,-3.330172
-6.663946,-3.125452
-7.047999,-3.174739
-7.046039,-3.068182
-11.063655,-4.416287
-11.056878,-3.457184
-1.229507,-1.859177
-1.256725,-1.860281
-1.283509,-1.859076
-1.311495,-1.861332
-1.338738,-1.860319
-1.396020,-1.864706
-1.452896,-1.864586
-2.952499,-5.456151
-3.038028,-5.458975
-3.813983,-6.808765
-6.382414,-12.115328
-3.812724,-6.140576
-3.813905,-5.944011
-6.657065,-9.010670
-6.668899,-8.773795
-3.812225,-4.150183
-3.804125,-4.025551
-8.113930,-9.006879
-8.123057,-8.779046
-8.124899,-8.549513
-5.636385,-5.077156
-5.640656,-4.692782
-5.638541,-4.567725
-5.639891,-4.448966
-5.647915,-4.338985
-5.649512,-4.113644
-5.674508,-4.024722
-7.802232,-5.481478
-7.909180,-5.415209
-8.069599,-5.239601
-11.004366,-6.572646
-6.607946,-3.516288
-7.006730,-3.217257
-10.253428,-4.603487
-10.904127,-4.596513
-11.024705,-4.171203
-11.019768,-4.012555
-10.979303,-3.689268
-11.023781,-3.553519
-11.024084,-3.105538
-10.983054,-2.657267
-10.308643,-1.558699
0.079082,-1.872270
-10.327088,-1.432926
-10.498851,-1.198895
-11.043982,-1.132499
-11.043839,-0.995908
-11.040893,-0.859436
-10.253231,-0.413045
-10.264656,-0.288624
-11.054572,-0.047623
-11.051149,0.087471
-10.395825,0.465738
-10.500725,0.726556
-10.432243,0.977505
-10.090342,1.069080
-10.077376,1.191587
-10.077673,1.315917
-11.067559,1.724796
-9.518930,1.832483
-10.339764,2.128757
-10.277561,2.378333
-3.004609,0.841920
-2.911341,0.842029
-2.819411,0.840184
-2.741909,0.841475
-2.593484,0.840702
-2.390991,0.834057
-2.328472,0.830607
-2.277983,0.831431
1.765931,2.724440
-2.168079,0.824385
-1.984692,0.813768
-1.946669,0.812783
-1.908892,0.810934
-1.869700,0.807134
-1.843269,0.810800
-1.810356,0.809359
-4.725878,2.979580
-4.664971,3.014794
-4.639473,3.076387
-5.338180,3.811117
-4.991650,3.816524
-4.795951,3.837592
-4.850887,4.094412
-4.974174,4.325126
-5.559393,5.309481
-5.565080,5.455604
-5.044604,5.136130
-4.865158,5.191216
-4.659709,5.206252
-4.365184,5.685810
-1.880632,1.894020
-1.838954,1.934635
-1.815369,1.950694
-1.788145,1.960340
-1.451927,1.397703
-1.415394,1.370682
-1.347485,1.319881
-1.255772,1.291502
-1.182549,1.294688
-1.164409,1.294819
-1.129891,1.299052
-1.112511,1.300331
-1.094603,1.299449
